Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2024-10-15,09:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2024-10-15,12:30,CAD,CPI m/m,HIGH,,,
2024-10-15,12:30,CAD,Median CPI y/y,HIGH,,,
2024-10-15,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-10-15,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-10-15,12:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2024-10-15,21:45,NZD,CPI q/q,HIGH,,,
2024-10-16,06:00,GBP,CPI y/y,HIGH,,,
2024-10-16,18:40,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-10-17,00:30,AUD,Employment Change,HIGH,,,
2024-10-17,00:30,AUD,Unemployment Rate,HIGH,,,
2024-10-17,12:15,EUR,Main Refinancing Rate,HIGH,,,
2024-10-17,12:15,EUR,Monetary Policy Statement,HIGH,,,
2024-10-17,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-10-17,12:30,USD,Retail Sales m/m,HIGH,,,
2024-10-17,12:30,USD,Unemployment Claims,HIGH,,,
2024-10-17,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-10-17,12:45,EUR,ECB Press Conference,HIGH,,,
2024-10-17,15:00,USD,Crude Oil Inventories,MEDIUM,,,
2024-10-17,19:00,USD,Treasury Sec Yellen Speaks,MEDIUM,,,
2024-10-18,02:00,CNY,GDP q/y,MEDIUM,,,
2024-10-18,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-10-18,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-10-18,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-10-18,12:30,USD,Building Permits,MEDIUM,,,
2024-10-18,16:10,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-10-21,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-10-21,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-10-22,08:15,All,BRICS Summit,MEDIUM,,,
2024-10-22,13:25,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-10-22,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-10-22,14:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-10-22,14:00,USD,FOMC Member Harker Speaks,MEDIUM,,,
2024-10-22,19:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-10-23,08:15,All,BRICS Summit,MEDIUM,,,
2024-10-23,13:45,CAD,BOC Monetary Policy Report,HIGH,,,
2024-10-23,13:45,CAD,BOC Rate Statement,HIGH,,,
2024-10-23,13:45,CAD,Overnight Rate,HIGH,,,
2024-10-23,14:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-10-23,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-10-23,14:30,CAD,BOC Press Conference,HIGH,,,
2024-10-23,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-10-23,16:57,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-10-23,18:45,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-10-24,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-10-24,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-10-24,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-10-24,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-10-24,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-10-24,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-10-24,08:15,All,BRICS Summit,MEDIUM,,,
2024-10-24,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-10-24,08:30,GBP,Flash Services PMI,HIGH,,,
2024-10-24,12:30,USD,Unemployment Claims,HIGH,,,
2024-10-24,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-10-24,13:45,USD,Flash Services PMI,HIGH,,,
2024-10-24,14:00,USD,New Home Sales,MEDIUM,,,
2024-10-24,19:45,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-10-24,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-10-25,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-10-25,12:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-10-25,12:30,CAD,Retail Sales m/m,HIGH,,,
2024-10-25,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-10-25,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-10-25,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-10-26,15:20,GBP,BOE Gov Bailey Speaks,MEDIUM,,,
2024-10-27,05:00,JPY,Lower House Elections,HIGH,,,
2024-10-28,17:30,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-10-29,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-10-29,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-10-29,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-10-29,18:00,CHF,SNB Chairman Schlegel Speaks,HIGH,,,
2024-10-29,19:30,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-10-30,00:30,AUD,CPI q/q,HIGH,,,
2024-10-30,00:30,AUD,CPI y/y,HIGH,,,
2024-10-30,00:30,AUD,Trimmed Mean CPI q/q,HIGH,,,
2024-10-30,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-10-30,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-10-30,09:00,CHF,SNB Chairman Schlegel Speaks,HIGH,,,
2024-10-30,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-10-30,12:30,USD,Advance GDP q/q,HIGH,,,
2024-10-30,12:30,USD,Advance GDP Price Index q/q,MEDIUM,,,
2024-10-30,12:33,GBP,Autumn Forecast Statement,MEDIUM,,,
2024-10-30,14:00,USD,Pending Home Sales m/m,MEDIUM,,,
2024-10-30,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-10-30,20:15,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-10-31,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-10-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-10-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-10-31,02:48,JPY,BOJ Outlook Report,HIGH,,,
2024-10-31,02:48,JPY,BOJ Policy Rate,HIGH,,,
2024-10-31,02:48,JPY,Monetary Policy Statement,HIGH,,,
2024-10-31,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-10-31,10:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2024-10-31,10:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2024-10-31,12:30,CAD,GDP m/m,HIGH,,,
2024-10-31,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-10-31,12:30,USD,Employment Cost Index q/q,HIGH,,,
2024-10-31,12:30,USD,Unemployment Claims,HIGH,,,
2024-10-31,13:45,USD,Chicago PMI,MEDIUM,,,
2024-11-01,07:30,CHF,CPI m/m,HIGH,,,
2024-11-01,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-11-01,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-11-01,12:30,USD,Unemployment Rate,HIGH,,,
2024-11-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-11-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-11-05,03:30,AUD,Cash Rate,HIGH,,,
2024-11-05,03:30,AUD,RBA Monetary Policy Statement,HIGH,,,
2024-11-05,03:30,AUD,RBA Rate Statement,HIGH,,,
2024-11-05,04:30,AUD,RBA Press Conference,MEDIUM,,,
2024-11-05,14:45,USD,Final Services PMI,MEDIUM,,,
2024-11-05,15:00,USD,ISM Services PMI,HIGH,,,
2024-11-05,15:10,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-05,15:15,USD,Presidential Election,HIGH,,,
2024-11-05,15:16,USD,Congressional Elections,HIGH,,,
2024-11-05,21:45,NZD,Employment Change q/q,HIGH,,,
2024-11-05,21:45,NZD,Unemployment Rate,HIGH,,,
2024-11-06,09:30,GBP,Construction PMI,MEDIUM,,,
2024-11-06,14:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-06,15:00,CAD,Ivey PMI,MEDIUM,,,
2024-11-06,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-11-06,19:10,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-11-06,22:00,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-11-07,12:00,GBP,BOE Monetary Policy Report,HIGH,,,
2024-11-07,12:00,GBP,Monetary Policy Summary,HIGH,,,
2024-11-07,12:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-11-07,12:00,GBP,Official Bank Rate,HIGH,,,
2024-11-07,12:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-11-07,13:30,USD,Unemployment Claims,HIGH,,,
2024-11-07,19:00,USD,Federal Funds Rate,HIGH,,,
2024-11-07,19:00,USD,FOMC Statement,HIGH,,,
2024-11-07,19:30,USD,FOMC Press Conference,HIGH,,,
2024-11-08,13:30,CAD,Employment Change,HIGH,,,
2024-11-08,13:30,CAD,Unemployment Rate,HIGH,,,
2024-11-08,15:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2024-11-08,15:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-11-09,01:30,CNY,CPI y/y,MEDIUM,,,
2024-11-09,01:30,CNY,PPI y/y,MEDIUM,,,
2024-11-09,15:35,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-11,02:00,NZD,Inflation Expectations q/q,HIGH,,,
2024-11-11,08:32,CNY,New Loans,MEDIUM,,,
2024-11-12,07:00,GBP,Claimant Count Change,HIGH,,,
2024-11-12,07:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-11-12,10:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2024-11-12,15:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-11-12,22:00,USD,FOMC Member Harker Speaks,MEDIUM,,,
2024-11-13,00:30,AUD,Wage Price Index q/q,HIGH,,,
2024-11-13,13:30,USD,Core CPI m/m,HIGH,,,
2024-11-13,13:30,USD,CPI m/m,HIGH,,,
2024-11-13,13:30,USD,CPI y/y,HIGH,,,
2024-11-13,23:00,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-11-14,00:30,AUD,Employment Change,HIGH,,,
2024-11-14,00:30,AUD,Unemployment Rate,HIGH,,,
2024-11-14,13:30,USD,Core PPI m/m,HIGH,,,
2024-11-14,13:30,USD,PPI m/m,HIGH,,,
2024-11-14,13:30,USD,Unemployment Claims,HIGH,,,
2024-11-14,16:00,USD,Crude Oil Inventories,MEDIUM,,,
2024-11-14,19:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-14,20:00,USD,Fed Chair Powell Speaks,HIGH,,,
2024-11-14,20:43,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-11-14,21:00,USD,Treasury Currency Report,MEDIUM,,,
2024-11-15,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-11-15,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-11-15,07:00,GBP,GDP m/m,HIGH,,,
2024-11-15,07:00,GBP,Prelim GDP q/q,MEDIUM,,,
2024-11-15,13:30,USD,Core Retail Sales m/m,HIGH,,,
2024-11-15,13:30,USD,Retail Sales m/m,HIGH,,,
2024-11-15,13:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2024-11-18,01:05,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-11-18,16:15,All,G20 Meetings,MEDIUM,,,
2024-11-18,18:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-19,00:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-11-19,10:00,GBP,Monetary Policy Report Hearings,HIGH,,,
2024-11-19,13:30,CAD,CPI m/m,HIGH,,,
2024-11-19,13:30,CAD,Median CPI y/y,HIGH,,,
2024-11-19,13:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-11-19,13:30,CAD,Common CPI y/y,MEDIUM,,,
2024-11-19,13:30,USD,Building Permits,MEDIUM,,,
2024-11-19,16:15,All,G20 Meetings,MEDIUM,,,
2024-11-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-11-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-11-20,07:00,GBP,CPI y/y,HIGH,,,
2024-11-20,09:00,EUR,ECB Financial Stability Review,MEDIUM,,,
2024-11-20,13:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-20,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-11-21,05:12,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-11-21,08:00,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-11-21,13:30,USD,Unemployment Claims,HIGH,,,
2024-11-21,13:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-11-21,15:00,USD,Existing Home Sales,MEDIUM,,,
2024-11-22,07:00,GBP,Retail Sales m/m,HIGH,,,
2024-11-22,08:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-11-22,08:15,EUR,French Flash Services PMI,HIGH,,,
2024-11-22,08:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-11-22,08:30,EUR,German Flash Services PMI,HIGH,,,
2024-11-22,08:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-11-22,09:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-11-22,09:00,EUR,Flash Services PMI,MEDIUM,,,
2024-11-22,09:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-11-22,09:30,GBP,Flash Services PMI,HIGH,,,
2024-11-22,12:40,CHF,SNB Chairman Schlegel Speaks,HIGH,,,
2024-11-22,13:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-11-22,13:30,CAD,Retail Sales m/m,HIGH,,,
2024-11-22,14:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-11-22,14:45,USD,Flash Services PMI,HIGH,,,
2024-11-22,15:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-11-24,21:45,NZD,Retail Sales q/q,MEDIUM,,,
2024-11-25,09:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-11-26,14:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-11-26,14:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-11-26,15:00,USD,CB Consumer Confidence,HIGH,,,
2024-11-26,15:00,USD,New Home Sales,MEDIUM,,,
2024-11-26,19:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-11-27,00:30,AUD,CPI y/y,HIGH,,,
2024-11-27,01:00,NZD,Official Cash Rate,HIGH,,,
2024-11-27,01:00,NZD,RBNZ Monetary Policy Statement,HIGH,,,
2024-11-27,01:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-11-27,02:00,NZD,RBNZ Press Conference,HIGH,,,
2024-11-27,13:30,USD,Prelim GDP q/q,HIGH,,,
2024-11-27,13:30,USD,Unemployment Claims,HIGH,,,
2024-11-27,13:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-11-27,13:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-11-27,13:30,USD,Prelim GDP Price Index q/q,MEDIUM,,,
2024-11-27,14:45,USD,Chicago PMI,MEDIUM,,,
2024-11-27,15:00,USD,Core PCE Price Index m/m,HIGH,,,
2024-11-27,15:00,USD,Pending Home Sales m/m,MEDIUM,,,
2024-11-27,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-11-28,07:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-11-28,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-11-28,08:55,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-11-28,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-11-29,08:00,CHF,GDP q/q,MEDIUM,,,
2024-11-29,10:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2024-11-29,10:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2024-11-29,11:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-11-29,13:30,CAD,GDP m/m,HIGH,,,
2024-11-30,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-11-30,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-11-30,11:15,CHF,SNB Chairman Schlegel Speaks,MEDIUM,,,
2024-12-02,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-12-02,14:45,USD,Final Manufacturing PMI,MEDIUM,,,
2024-12-02,15:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-12-02,15:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-12-02,20:15,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-12-03,07:30,CHF,CPI m/m,HIGH,,,
2024-12-03,15:00,USD,JOLTS Job Openings,HIGH,,,
2024-12-04,00:30,AUD,GDP q/q,HIGH,,,
2024-12-04,01:00,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-12-04,09:00,GBP,BOE Gov Bailey Speaks,MEDIUM,,,
2024-12-04,13:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-12-04,13:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-12-04,14:45,USD,Final Services PMI,MEDIUM,,,
2024-12-04,15:00,USD,ISM Services PMI,HIGH,,,
2024-12-04,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-12-04,18:45,USD,Fed Chair Powell Speaks,HIGH,,,
2024-12-05,09:30,GBP,Construction PMI,MEDIUM,,,
2024-12-05,10:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2024-12-05,13:30,USD,Unemployment Claims,HIGH,,,
2024-12-06,13:30,CAD,Employment Change,HIGH,,,
2024-12-06,13:30,CAD,Unemployment Rate,HIGH,,,
2024-12-06,13:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-12-06,13:30,USD,Non-Farm Employment Change,HIGH,,,
2024-12-06,13:30,USD,Unemployment Rate,HIGH,,,
2024-12-06,15:00,CAD,Ivey PMI,MEDIUM,,,
2024-12-06,15:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2024-12-06,15:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-12-09,01:30,CNY,CPI y/y,MEDIUM,,,
2024-12-09,01:30,CNY,PPI y/y,MEDIUM,,,
2024-12-10,03:30,AUD,Cash Rate,HIGH,,,
2024-12-10,03:30,AUD,RBA Rate Statement,HIGH,,,
2024-12-10,04:30,AUD,RBA Press Conference,MEDIUM,,,
2024-12-10,11:15,All,OPEC Meetings,MEDIUM,,,
2024-12-11,13:30,USD,Core CPI m/m,HIGH,,,
2024-12-11,13:30,USD,CPI m/m,HIGH,,,
2024-12-11,13:30,USD,CPI y/y,HIGH,,,
2024-12-11,14:45,CAD,BOC Rate Statement,HIGH,,,
2024-12-11,14:45,CAD,Overnight Rate,HIGH,,,
2024-12-11,15:30,CAD,BOC Press Conference,HIGH,,,
2024-12-11,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-12-12,00:30,AUD,Employment Change,HIGH,,,
2024-12-12,00:30,AUD,Unemployment Rate,HIGH,,,
2024-12-12,08:30,CHF,SNB Monetary Policy Assessment,HIGH,,,
2024-12-12,08:30,CHF,SNB Policy Rate,HIGH,,,
2024-12-12,09:00,CHF,SNB Press Conference,HIGH,,,
2024-12-12,13:15,EUR,Main Refinancing Rate,HIGH,,,
2024-12-12,13:15,EUR,Monetary Policy Statement,HIGH,,,
2024-12-12,13:30,USD,Core PPI m/m,HIGH,,,
2024-12-12,13:30,USD,PPI m/m,HIGH,,,
2024-12-12,13:30,USD,Unemployment Claims,HIGH,,,
2024-12-12,13:45,EUR,ECB Press Conference,HIGH,,,
2024-12-13,07:00,GBP,GDP m/m,HIGH,,,
2024-12-13,11:02,CNY,New Loans,MEDIUM,,,
2024-12-16,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-12-16,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-12-16,08:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-12-16,08:15,EUR,French Flash Services PMI,HIGH,,,
2024-12-16,08:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-12-16,08:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-12-16,08:30,EUR,German Flash Services PMI,HIGH,,,
2024-12-16,08:35,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-12-16,09:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-12-16,09:00,EUR,Flash Services PMI,MEDIUM,,,
2024-12-16,09:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-12-16,09:30,GBP,Flash Services PMI,HIGH,,,
2024-12-16,13:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2024-12-16,14:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-12-16,14:45,USD,Flash Services PMI,HIGH,,,
2024-12-16,20:20,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-12-17,07:00,GBP,Claimant Count Change,HIGH,,,
2024-12-17,07:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-12-17,09:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-12-17,10:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2024-12-17,13:30,CAD,CPI m/m,HIGH,,,
2024-12-17,13:30,CAD,Median CPI y/y,HIGH,,,
2024-12-17,13:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-12-17,13:30,CAD,Common CPI y/y,MEDIUM,,,
2024-12-17,13:30,USD,Core Retail Sales m/m,HIGH,,,
2024-12-17,13:30,USD,Retail Sales m/m,HIGH,,,
2024-12-18,07:00,GBP,CPI y/y,HIGH,,,
2024-12-18,13:30,USD,Building Permits,MEDIUM,,,
2024-12-18,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-12-18,19:00,USD,Federal Funds Rate,HIGH,,,
2024-12-18,19:00,USD,FOMC Economic Projections,HIGH,,,
2024-12-18,19:00,USD,FOMC Statement,HIGH,,,
2024-12-18,19:30,USD,FOMC Press Conference,HIGH,,,
2024-12-18,21:45,NZD,GDP q/q,HIGH,,,
2024-12-19,02:52,JPY,BOJ Policy Rate,HIGH,,,
2024-12-19,02:52,JPY,Monetary Policy Statement,HIGH,,,
2024-12-19,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-12-19,12:00,GBP,Monetary Policy Summary,HIGH,,,
2024-12-19,12:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-12-19,12:00,GBP,Official Bank Rate,HIGH,,,
2024-12-19,13:30,USD,Final GDP q/q,HIGH,,,
2024-12-19,13:30,USD,Unemployment Claims,HIGH,,,
2024-12-19,13:30,USD,Final GDP Price Index q/q,MEDIUM,,,
2024-12-19,13:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-12-19,15:00,USD,Existing Home Sales,MEDIUM,,,
2024-12-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-12-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-12-20,07:00,GBP,Retail Sales m/m,HIGH,,,
2024-12-20,13:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-12-20,13:30,CAD,Retail Sales m/m,HIGH,,,
2024-12-20,13:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-12-20,15:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-12-23,13:30,CAD,GDP m/m,HIGH,,,
2024-12-23,13:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-12-23,13:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-12-23,15:00,USD,CB Consumer Confidence,MEDIUM,,,
2024-12-23,15:00,USD,New Home Sales,MEDIUM,,,
2024-12-24,00:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-12-24,14:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-12-26,13:30,USD,Unemployment Claims,HIGH,,,
2024-12-26,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-12-27,18:00,USD,Crude Oil Inventories,MEDIUM,,,
2024-12-30,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-12-30,14:45,USD,Chicago PMI,MEDIUM,,,
2024-12-30,15:00,USD,Pending Home Sales m/m,MEDIUM,,,
2024-12-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-12-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-12-31,14:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2025-01-02,13:30,USD,Unemployment Claims,HIGH,,,
2025-01-02,14:45,USD,Final Manufacturing PMI,MEDIUM,,,
2025-01-02,16:00,USD,Crude Oil Inventories,MEDIUM,,,
2025-01-03,15:00,USD,ISM Manufacturing PMI,HIGH,,,
2025-01-03,15:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2025-01-06,07:29,EUR,German Prelim CPI m/m,HIGH,,,
2025-01-06,14:45,USD,Final Services PMI,MEDIUM,,,
2025-01-07,07:30,CHF,CPI m/m,HIGH,,,
2025-01-07,09:30,GBP,Construction PMI,MEDIUM,,,
2025-01-07,10:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2025-01-07,10:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2025-01-07,15:00,CAD,Ivey PMI,MEDIUM,,,
2025-01-07,15:00,USD,ISM Services PMI,HIGH,,,
2025-01-07,15:00,USD,JOLTS Job Openings,HIGH,,,
2025-01-08,00:30,AUD,CPI y/y,HIGH,,,
2025-01-08,13:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-01-08,13:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2025-01-08,13:30,USD,Unemployment Claims,HIGH,,,
2025-01-08,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-01-08,19:00,USD,FOMC Meeting Minutes,HIGH,,,
2025-01-09,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2025-01-09,01:30,CNY,CPI y/y,MEDIUM,,,
2025-01-09,01:30,CNY,PPI y/y,MEDIUM,,,
2025-01-10,09:03,CNY,New Loans,MEDIUM,,,
2025-01-10,13:30,CAD,Employment Change,HIGH,,,
2025-01-10,13:30,CAD,Unemployment Rate,HIGH,,,
2025-01-10,13:30,USD,Average Hourly Earnings m/m,HIGH,,,
2025-01-10,13:30,USD,Non-Farm Employment Change,HIGH,,,
2025-01-10,13:30,USD,Unemployment Rate,HIGH,,,
2025-01-10,15:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2025-01-10,15:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2025-01-14,07:09,CNY,New Loans,MEDIUM,,,
2025-01-14,13:30,USD,Core PPI m/m,HIGH,,,
2025-01-14,13:30,USD,PPI m/m,HIGH,,,
2025-01-15,07:00,GBP,CPI y/y,HIGH,,,
2025-01-15,13:30,USD,Core CPI m/m,HIGH,,,
2025-01-15,13:30,USD,CPI m/m,HIGH,,,
2025-01-15,13:30,USD,CPI y/y,HIGH,,,
2025-01-15,13:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2025-01-15,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-01-16,00:30,AUD,Employment Change,HIGH,,,
2025-01-16,00:30,AUD,Unemployment Rate,HIGH,,,
2025-01-16,07:00,GBP,GDP m/m,HIGH,,,
2025-01-16,13:30,USD,Core Retail Sales m/m,HIGH,,,
